,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'wired', 'name': 'Wired'}",Varsha Bansal,SVB’s Collapse Is Causing Chaos in India’s Tech Sector,The bank was popular among Indian founders who needed US accounts. But many have struggled to get their money out.,https://www.wired.com/story/svbs-collapse-is-causing-chaos-in-indias-tech-sector/,"https://media.wired.com/photos/640f8d1cfcebf513b041528f/191:100/w_1280,c_limit/down_trend_biz_GettyImages-1017275652.jpg",2023-03-13T21:00:00Z,"In case of India, the number of Indian startups [impacted] is definitely very high compared to other nations, except for US, but the capital would not be as much, says Smriti Tomar, founder and CEO o… [+2819 chars]"
1,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,US regulators will protect all deposits at Silicon Valley Bank,"US regulators have announced that they're taking action to ""fully"" protect all deposits at Silicon Valley Bank (SVB), CNBC has reported. The institution is home to a large number of startups and established companies like Roku and Etsy, which will have full a…",https://www.engadget.com/us-regulators-will-protect-all-deposits-at-silicon-valley-bank-045837677.html,https://s.yimg.com/uu/api/res/1.2/GG55.lJRrhAKn81IRfy7Sg--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2023-03/97ee76a0-c152-11ed-bd79-862a0131fd8d.cf.jpg,2023-03-13T04:58:37Z,"US regulators have announced that they're taking action to ""fully"" protect all deposits at Silicon Valley Bank (SVB), CNBC has reported. The institution is home to a large number of startups and esta… [+2436 chars]"
2,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,USDC stablecoin breaks dollar peg following Silicon Valley Bank collapse,"The abrupt collapse of Silicon Valley Bank has affected the value of the world’s fifth-largest cryptocurrency, increasing fears of a possible ripple effect among Web3 companies. On Saturday morning, USD Coin fell to a record low of $0.87 after Circle, the com…",https://www.engadget.com/usdc-stablecoin-breaks-dollar-peg-following-silicon-valley-bank-collapse-232052571.html,https://s.yimg.com/uu/api/res/1.2/lISMpIO8taATc20UwEOasQ--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2023-03/c04f51a0-bf86-11ed-ad7d-a5b0b18e557e.cf.jpg,2023-03-11T23:20:52Z,"The abrupt collapse of Silicon Valley Bank has affected the value of the worlds fifth-largest cryptocurrency, increasing fears of a possible ripple effect among Web3 companies. On Saturday morning, U… [+1636 chars]"
3,"{'id': None, 'name': 'Gizmodo.com'}",Vidhura S. Tennekoon,Why Did Silicon Valley Bank and Signature Bank Fail So Fast?,"Silicon Valley Bank and Signature Bank failed with enormous speed – so quickly that they could be textbook cases of classic bank runs, in which too many depositors withdraw their funds from a bank at the same time. The failures at SVB and Signature were two o…",https://gizmodo.com/silicon-valley-bank-signature-bank-fail-so-fast-1850227581,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/133783985c6e54575e80736e7ccdfa32.jpg",2023-03-15T13:02:00Z,"Silicon Valley Bank and Signature Bank failed with enormous speed so quickly that they could be textbook cases of classic bank runs, in which too many depositors withdraw their funds from a bank at t… [+5205 chars]"
4,"{'id': 'cnn', 'name': 'CNN'}",Matt Egan,'Absolutely idiotic'. SVB insider says employees are angry with CEO,"The blame game is on for who caused Silicon Valley Bank's collapse, and the tech sector is pointing the finger at SVB CEO Greg Becker for allowing his company to go down in history as the second-biggest US banking failure on record.",https://www.cnn.com/2023/03/13/business/svb-employees-angry-at-ceo/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230313130109-01-svb-silicon-valley-bank-0313.jpg?c=16x9&q=w_800,c_fill",2023-03-13T19:45:48Z,"The blame game is on for who caused Silicon Valley Banks collapse, and the tech sector is pointing the finger at SVB CEO Greg Becker for allowing his company to go down in history as the second-bigge… [+4343 chars]"
5,"{'id': 'cnn', 'name': 'CNN'}","Michelle Toh, Robert North",HSBC is buying SVB's UK business for just over $1,"HSBC has scooped up the UK arm of Silicon Valley Bank for £1 ($1.2), just days after its business in the United States collapsed in stunning fashion.",https://www.cnn.com/2023/03/13/investing/svb-uk-business-deal-intl-hnk/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230313071812-hsbc-london-file-2022-restricted.jpg?c=16x9&q=w_800,c_fill",2023-03-13T07:29:36Z,"HSBC has scooped up the UK arm of Silicon Valley Bank for £1 ($1.2), just days after its business in the United States collapsed in stunning fashion.
SVB UK had been placed into insolvency by the Ba… [+585 chars]"
6,"{'id': 'cnn', 'name': 'CNN'}","Julia Horowitz, Anna Cooban",Analysis: Silicon Valley Bank collapse has echoes of 2008. Here's why things are different this time,The failure of Silicon Valley Bank is rattling markets and raising uncomfortable questions: Will it undermine the broader banking system and start a new meltdown?,https://www.cnn.com/2023/03/10/investing/svb-banking-crisis-what-next/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230310131757-svb-financial-collapse-nyse-0310-restricted.jpg?c=16x9&q=w_800,c_fill",2023-03-10T18:25:04Z,"The failure of Silicon Valley Bank is rattling markets and raising uncomfortable questions: Will it undermine the broader banking system and start a new meltdown?
Billionaire hedge fund manager Bill… [+5146 chars]"
7,"{'id': 'engadget', 'name': 'Engadget'}",Karissa Bell,Roku says it could lose 25 percent of its cash after Silicon Valley Bank fails,"The sudden collapse of Silicon Valley Bank has put more than a quarter of Roku’s cash at risk. The streaming company had nearly $500 million, representing 26 percent of its cash, in Silicon Valley Bank, the company disclosed in an SEC filing
 Friday.The futu…",https://www.engadget.com/roku-says-it-could-lose-25-percent-of-its-cash-after-silicon-valley-bank-fails-000615481.html,https://s.yimg.com/uu/api/res/1.2/F8jypAH2yIB8cw7nQMSo8Q--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2023-03/93555ce0-bf99-11ed-b7bd-4e7d6140450c.cf.jpg,2023-03-11T00:06:15Z,"The sudden collapse of Silicon Valley Bank has put more than a quarter of Rokus cash at risk. The streaming company had nearly $500 million, representing 26 percent of its cash, in Silicon Valley Ban… [+2688 chars]"
8,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Silicon Valley Bank: Money in failed US bank is safe - US government,"Depositors with Silicon Valley Bank can access all their money from Monday, US officials say.",https://www.bbc.co.uk/news/world-us-canada-64935170,https://ichef.bbci.co.uk/news/1024/branded_news/115F4/production/_128965117_760c6bb963734859bf860851f0e26e22223b4c510_117_5500_30945500x3094.jpg,2023-03-12T22:51:40Z,"People and businesses who have money deposited with failed US bank Sillicon Valley Bank (SVB) will be able to access all their cash from Monday, the US government has said.
A statement from the Trea… [+483 chars]"
9,"{'id': 'google-news', 'name': 'Google News'}",,SVB Financial mulls strategic options - Reuters,SVB Financial mulls strategic options  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc3ZiLWZpbmFuY2lhbC1ncm91cC1tdWxscy1zdHJhdGVnaWMtYWx0ZXJuYXRpdmVzLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T12:30:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
10,"{'id': 'google-news', 'name': 'Google News'}",,Quotes: Global banks under pressure as SVB triggers contagion ... - Reuters,Quotes: Global banks under pressure as SVB triggers contagion ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZ2xvYmFsLWJhbmtzLXVuZGVyLXByZXNzdXJlLXN2Yi10cmlnZ2Vycy1jb250YWdpb24td29ycmllcy0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T13:20:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
11,"{'id': 'google-news', 'name': 'Google News'}",,Factbox: Global firms with exposure to collapsed SVB - Reuters.com,Factbox: Global firms with exposure to collapsed SVB  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZ2xvYmFsLWZpcm1zLXdpdGgtZXhwb3N1cmUtY29sbGFwc2VkLXN2Yi0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:10:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
12,"{'id': 'google-news', 'name': 'Google News'}",,Bank stocks plunge resumes as SVB market turmoil continues - Reuters,Bank stocks plunge resumes as SVB market turmoil continues  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvYXNpYS9iYW5rLXN0b2Nrcy1wbHVuZ2UtcmVzdW1lcy1zdmItbWFya2V0LXR1cm1vaWwtY29udGludWVzLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T12:45:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
13,"{'id': 'google-news', 'name': 'Google News'}",,Japan's policymakers play down contagion risk from SVB collapse - Reuters,Japan's policymakers play down contagion risk from SVB collapse  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvYXNpYS9qYXBhbnMtcG9saWN5bWFrZXJzLXBsYXktZG93bi1jb250YWdpb24tcmlzay1zdmItY29sbGFwc2UtMjAyMy0wMy0xNC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T05:42:09Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
14,"{'id': 'google-news', 'name': 'Google News'}",,Dollar slides as U.S. intervenes on SVB collapse - Reuters.com,Dollar slides as U.S. intervenes on SVB collapse  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY3VycmVuY2llcy9kb2xsYXItc2xpZGVzLXVzLWludGVydmVuZXMtc3ZiLWNvbGxhcHNlLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T01:08:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
15,"{'id': 'google-news', 'name': 'Google News'}",,"First Republic, Western Alliance calm contagion worries from SVB ... - Reuters","First Republic, Western Alliance calm contagion worries from SVB ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZmlyc3QtcmVwdWJsaWMtd2VzdGVybi1hbGxpYW5jZS1jYWxtLWNvbnRhZ2lvbi13b3JyaWVzLXN2Yi1tZWx0ZG93bi0yMDIzLTAzLTEwL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T18:35:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
16,"{'id': 'google-news', 'name': 'Google News'}",,"Moody's downgrades credit ratings on Silicon Valley Bank, SVB ... - Reuters","Moody's downgrades credit ratings on Silicon Valley Bank, SVB ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvbW9vZHlzLWRvd25ncmFkZXMtY3JlZGl0LXJhdGluZ3Mtc2lsaWNvbi12YWxsZXktYmFuay1zdmItZmluYW5jaWFsLTIwMjMtMDMtMTEv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-11T00:18:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
